NAME : Centurion_a.dat
NODES : 1066
REQ_EDGES : 909
NOREQ_EDGES : 255
REQ_ARCS : 103
NOREQ_ARCS : 186
VEHICLES : 146
CAPACITY : 10000
DUMPING_COST : 300
MAX_TRIP : 28800
LIST_REQ_EDGES : 
(8,9)  serv_cost 95  trav_cost 15  demand 84
(10,11)  serv_cost 84  trav_cost 14  demand 79
(11,12)  serv_cost 120  trav_cost 20  demand 109
(13,14)  serv_cost 84  trav_cost 14  demand 77
(15,16)  serv_cost 60  trav_cost 10  demand 56
(14,16)  serv_cost 331  trav_cost 51  demand 283
(19,20)  serv_cost 285  trav_cost 45  demand 249
(21,22)  serv_cost 520  trav_cost 80  demand 446
(23,24)  serv_cost 992  trav_cost 152  demand 847
(25,17)  serv_cost 497  trav_cost 77  demand 428
(26,27)  serv_cost 120  trav_cost 20  demand 108
(28,29)  serv_cost 107  trav_cost 17  demand 95
(30,31)  serv_cost 249  trav_cost 39  demand 216
(29,32)  serv_cost 107  trav_cost 17  demand 93
(35,34)  serv_cost 107  trav_cost 17  demand 95
(36,37)  serv_cost 107  trav_cost 17  demand 95
(37,37)  serv_cost 603  trav_cost 93  demand 519
(38,39)  serv_cost 71  trav_cost 11  demand 62
(40,35)  serv_cost 992  trav_cost 152  demand 842
(39,43)  serv_cost 225  trav_cost 35  demand 193
(44,45)  serv_cost 273  trav_cost 43  demand 237
(48,49)  serv_cost 580  trav_cost 90  demand 499
(76,77)  serv_cost 37  trav_cost 7  demand 37
(80,81)  serv_cost 60  trav_cost 10  demand 57
(82,83)  serv_cost 155  trav_cost 25  demand 138
(85,86)  serv_cost 71  trav_cost 11  demand 60
(91,92)  serv_cost 47  trav_cost 7  demand 41
(93,94)  serv_cost 60  trav_cost 10  demand 57
(95,96)  serv_cost 60  trav_cost 10  demand 57
(103,104)  serv_cost 1051  trav_cost 161  demand 894
(105,106)  serv_cost 83  trav_cost 13  demand 73
(109,110)  serv_cost 96  trav_cost 16  demand 86
(111,112)  serv_cost 36  trav_cost 6  demand 31
(113,114)  serv_cost 531  trav_cost 81  demand 451
(117,118)  serv_cost 60  trav_cost 10  demand 55
(119,118)  serv_cost 60  trav_cost 10  demand 54
(120,121)  serv_cost 84  trav_cost 14  demand 75
(122,123)  serv_cost 201  trav_cost 31  demand 174
