NAME : Cen-Part-IF-b-2.dat
NODES : 2443
REQ_EDGES : 1283
NOREQ_EDGES : 1507
REQ_ARCS : 93
NOREQ_ARCS : 232
VEHICLES : 146
CAPACITY : 10000
DUMPING_COST : 300
MAX_TRIP : 28800
LIST_REQ_EDGES : 
(54,1949)  serv_cost 344  trav_cost 54  demand 297
(1535,383)  serv_cost 118  trav_cost 18  demand 101
(218,1644)  serv_cost 71  trav_cost 11  demand 62
(1950,1951)  serv_cost 130  trav_cost 20  demand 110
(252,1952)  serv_cost 60  trav_cost 10  demand 54
(670,1953)  serv_cost 12  trav_cost 2  demand 11
(334,1701)  serv_cost 95  trav_cost 15  demand 83
(735,1954)  serv_cost 72  trav_cost 12  demand 69
(1609,744)  serv_cost 108  trav_cost 18  demand 97
(1955,774)  serv_cost 1  trav_cost 1  demand 8
(407,1956)  serv_cost 201  trav_cost 31  demand 173
(1957,1958)  serv_cost 48  trav_cost 8  demand 46
(1959,508)  serv_cost 355  trav_cost 55  demand 304
(1961,987)  serv_cost 1  trav_cost 1  demand 6
(1090,1963)  serv_cost 71  trav_cost 11  demand 62
(1825,546)  serv_cost 166  trav_cost 26  demand 145
(1964,1484)  serv_cost 60  trav_cost 10  demand 56
(1670,1160)  serv_cost 213  trav_cost 33  demand 181
(1322,1315)  serv_cost 120  trav_cost 20  demand 109
(978,1966)  serv_cost 95  trav_cost 15  demand 84
(1968,1969)  serv_cost 95  trav_cost 15  demand 81
(663,605)  serv_cost 118  trav_cost 18  demand 103
(43,267)  serv_cost 72  trav_cost 12  demand 69
(1970,389)  serv_cost 143  trav_cost 23  demand 126
(1733,1971)  serv_cost 71  trav_cost 11  demand 62
(1723,1362)  serv_cost 47  trav_cost 7  demand 41
(1213,1436)  serv_cost 190  trav_cost 30  demand 167
(1973,1974)  serv_cost 95  trav_cost 15  demand 83
(1478,1617)  serv_cost 178  trav_cost 28  demand 158
(1287,1386)  serv_cost 130  trav_cost 20  demand 110
(1655,1975)  serv_cost 49  trav_cost 9  demand 47
(1976,848)  serv_cost 72  trav_cost 12  demand 69
(489,1685)  serv_cost 650  trav_cost 100  demand 553
(1628,1532)  serv_cost 354  trav_cost 54  demand 301
(1977,1482)  serv_cost 178  trav_cost 28  demand 157
(1978,1979)  serv_cost 285  trav_cost 45  demand 248
(1345,1834)  serv_cost 36  trav_cost 6  demand 33
(1980,1925)  serv_cost 12  trav_cost 2  demand 12
(1982,1204)  serv_cost 84  trav_cost 14  demand 79
(1984,1269)  serv_cost 60  trav_cost 10  demand 57
(231,155)  serv_cost 555  trav_cost 85  demand 471
(1985,1986)  serv_cost 13  trav_cost 3  demand 17
